DateIndex,Previsión diaria D+1 demanda,Previsión diaria D+1 fotovoltaica,Previsión diaria D+1 eólica,Precio mercado SPOT Diario,Signo del desvío,Signo_lag_24h,Signo_lag_48h,Holiday,Year,Month,Day,Weekday,Hour
2019-01-01 00:00:00,23753.0,0.0,3214.0,66.88,-1.0,,,1,2019,1,1,1,0
2019-01-01 01:00:00,23018.0,0.0,3222.0,66.88,-1.0,,,1,2019,1,1,1,1
2019-01-01 02:00:00,21808.0,0.0,3081.0,66.0,-1.0,,,1,2019,1,1,1,2
2019-01-01 03:00:00,20635.0,0.0,3069.0,63.64,-1.0,,,1,2019,1,1,1,3
2019-01-01 04:00:00,19824.0,0.0,2973.0,58.85,-1.0,,,1,2019,1,1,1,4
2019-01-01 05:00:00,19544.0,0.0,2904.0,55.47,1.0,,,1,2019,1,1,1,5
2019-01-01 06:00:00,19803.0,0.0,2857.0,56.0,1.0,,,1,2019,1,1,1,6
2019-01-01 07:00:00,20208.0,0.0,2669.0,61.09,1.0,,,1,2019,1,1,1,7
2019-01-01 08:00:00,20076.0,54.8,2454.0,61.01,-1.0,,,1,2019,1,1,1,8
2019-01-01 09:00:00,20431.0,745.6,2202.0,61.0,1.0,,,1,2019,1,1,1,9
2019-01-01 10:00:00,21385.0,1793.8,1812.0,63.0,1.0,,,1,2019,1,1,1,10
2019-01-01 11:00:00,22413.0,2499.4,1512.0,63.0,1.0,,,1,2019,1,1,1,11
2019-01-01 12:00:00,23489.0,2835.7,1268.0,64.03,1.0,,,1,2019,1,1,1,12
2019-01-01 13:00:00,24130.0,2930.0,1190.0,65.88,1.0,,,1,2019,1,1,1,13
2019-01-01 14:00:00,24031.0,2806.8,1188.0,65.01,-1.0,,,1,2019,1,1,1,14
2019-01-01 15:00:00,23214.0,2359.3,1288.0,60.84,-1.0,,,1,2019,1,1,1,15
2019-01-01 16:00:00,22644.0,1445.7,1606.0,61.09,-1.0,,,1,2019,1,1,1,16
2019-01-01 17:00:00,23349.0,364.8,2156.0,63.08,1.0,,,1,2019,1,1,1,17
2019-01-01 18:00:00,25648.0,2.4,2829.0,66.66,1.0,,,1,2019,1,1,1,18
2019-01-01 19:00:00,26898.0,0.0,3504.0,67.06,1.0,,,1,2019,1,1,1,19
2019-01-01 20:00:00,28052.0,0.0,4105.0,67.26,1.0,,,1,2019,1,1,1,20
2019-01-01 21:00:00,28046.0,0.0,4685.0,68.07,-1.0,,,1,2019,1,1,1,21
2019-01-01 22:00:00,27207.0,0.0,5269.0,67.08,-1.0,,,1,2019,1,1,1,22
2019-01-01 23:00:00,24914.0,0.0,5795.0,64.03,-1.0,,,1,2019,1,1,1,23
2019-01-02 00:00:00,22758.0,0.0,6460.0,61.74,-1.0,-1.0,,0,2019,1,2,2,0
2019-01-02 01:00:00,20772.0,0.0,6684.0,53.0,-1.0,-1.0,,0,2019,1,2,2,1
2019-01-02 02:00:00,19690.0,0.0,6957.0,48.23,-1.0,-1.0,,0,2019,1,2,2,2
2019-01-02 03:00:00,19176.0,0.0,7292.0,47.23,-1.0,-1.0,,0,2019,1,2,2,3
2019-01-02 04:00:00,19186.0,0.0,7711.0,45.24,-1.0,-1.0,,0,2019,1,2,2,4
2019-01-02 05:00:00,20119.0,0.0,8186.0,45.7,1.0,1.0,,0,2019,1,2,2,5
2019-01-02 06:00:00,23170.0,0.0,8693.0,51.1,1.0,1.0,,0,2019,1,2,2,6
2019-01-02 07:00:00,27403.0,0.0,9058.0,58.37,1.0,1.0,,0,2019,1,2,2,7
2019-01-02 08:00:00,31126.0,50.2,9318.0,63.75,1.0,-1.0,,0,2019,1,2,2,8
2019-01-02 09:00:00,33861.0,681.0,9358.0,66.1,1.0,1.0,,0,2019,1,2,2,9
2019-01-02 10:00:00,34907.0,1655.3,9061.0,65.88,1.0,1.0,,0,2019,1,2,2,10
2019-01-02 11:00:00,35244.0,2331.1,8688.0,63.63,-1.0,1.0,,0,2019,1,2,2,11
2019-01-02 12:00:00,34995.0,2702.2,8311.0,62.8,-1.0,1.0,,0,2019,1,2,2,12
2019-01-02 13:00:00,34970.0,2833.0,7997.0,63.16,1.0,1.0,,0,2019,1,2,2,13
2019-01-02 14:00:00,33722.0,2717.8,7759.0,61.5,-1.0,-1.0,,0,2019,1,2,2,14
2019-01-02 15:00:00,32795.0,2281.2,7463.0,60.69,-1.0,-1.0,,0,2019,1,2,2,15
2019-01-02 16:00:00,32411.0,1411.2,7351.0,62.19,-1.0,-1.0,,0,2019,1,2,2,16
2019-01-02 17:00:00,32696.0,369.2,7408.0,67.1,1.0,1.0,,0,2019,1,2,2,17
2019-01-02 18:00:00,34130.0,4.3,7570.0,69.3,1.0,1.0,,0,2019,1,2,2,18
2019-01-02 19:00:00,34671.0,0.0,7426.0,69.25,1.0,1.0,,0,2019,1,2,2,19
2019-01-02 20:00:00,34772.0,0.0,7225.0,68.07,1.0,1.0,,0,2019,1,2,2,20
2019-01-02 21:00:00,34508.0,0.0,7010.0,68.01,-1.0,-1.0,,0,2019,1,2,2,21
2019-01-02 22:00:00,32496.0,0.0,6779.0,66.66,-1.0,-1.0,,0,2019,1,2,2,22
2019-01-02 23:00:00,29281.0,0.0,6540.0,64.28,-1.0,-1.0,,0,2019,1,2,2,23
2019-01-03 00:00:00,27364.0,0.0,5976.0,62.01,-1.0,-1.0,-1.0,0,2019,1,3,3,0
2019-01-03 01:00:00,25210.0,0.0,5697.0,54.85,-1.0,-1.0,-1.0,0,2019,1,3,3,1
2019-01-03 02:00:00,23960.0,0.0,5552.0,52.19,-1.0,-1.0,-1.0,0,2019,1,3,3,2
2019-01-03 03:00:00,23429.0,0.0,5476.0,50.21,-1.0,-1.0,-1.0,0,2019,1,3,3,3
2019-01-03 04:00:00,23387.0,0.0,5371.0,50.2,-1.0,-1.0,-1.0,0,2019,1,3,3,4
2019-01-03 05:00:00,24026.0,0.0,5320.0,52.19,1.0,1.0,1.0,0,2019,1,3,3,5
2019-01-03 06:00:00,26413.0,0.0,5330.0,54.91,1.0,1.0,1.0,0,2019,1,3,3,6
2019-01-03 07:00:00,30504.0,0.0,5250.0,66.58,1.0,1.0,1.0,0,2019,1,3,3,7
2019-01-03 08:00:00,33941.0,44.7,5084.0,68.03,1.0,1.0,-1.0,0,2019,1,3,3,8
2019-01-03 09:00:00,36099.0,615.1,4834.0,69.12,1.0,1.0,1.0,0,2019,1,3,3,9
2019-01-03 10:00:00,37225.0,1556.0,4316.0,69.19,1.0,1.0,1.0,0,2019,1,3,3,10
2019-01-03 11:00:00,37319.0,2202.3,3648.0,68.01,-1.0,-1.0,1.0,0,2019,1,3,3,11
2019-01-03 12:00:00,36930.0,2541.9,3070.0,67.2,-1.0,-1.0,1.0,0,2019,1,3,3,12
2019-01-03 13:00:00,36592.0,2658.1,2666.0,66.7,-1.0,1.0,1.0,0,2019,1,3,3,13
2019-01-03 14:00:00,35122.0,2520.3,2403.0,67.0,-1.0,-1.0,-1.0,0,2019,1,3,3,14
2019-01-03 15:00:00,34403.0,2087.1,2278.0,68.01,-1.0,-1.0,-1.0,0,2019,1,3,3,15
2019-01-03 16:00:00,34206.0,1278.7,2291.0,68.99,-1.0,-1.0,-1.0,0,2019,1,3,3,16
2019-01-03 17:00:00,34520.0,317.0,2408.0,70.0,1.0,1.0,1.0,0,2019,1,3,3,17
2019-01-03 18:00:00,35921.0,5.1,2585.0,71.1,1.0,1.0,1.0,0,2019,1,3,3,18
2019-01-03 19:00:00,36548.0,0.0,2723.0,70.55,1.0,1.0,1.0,0,2019,1,3,3,19
2019-01-03 20:00:00,36528.0,0.0,2805.0,68.38,1.0,1.0,1.0,0,2019,1,3,3,20
2019-01-03 21:00:00,36054.0,0.0,2849.0,67.83,-1.0,-1.0,-1.0,0,2019,1,3,3,21
2019-01-03 22:00:00,33850.0,0.0,2817.0,66.1,-1.0,-1.0,-1.0,0,2019,1,3,3,22
2019-01-03 23:00:00,30846.0,0.0,2771.0,66.88,-1.0,-1.0,-1.0,0,2019,1,3,3,23
2019-01-04 00:00:00,27702.0,0.0,4175.0,67.2,-1.0,-1.0,-1.0,0,2019,1,4,4,0
2019-01-04 01:00:00,25236.0,0.0,4089.0,63.75,-1.0,-1.0,-1.0,0,2019,1,4,4,1
2019-01-04 02:00:00,23829.0,0.0,3991.0,58.89,-1.0,-1.0,-1.0,0,2019,1,4,4,2
2019-01-04 03:00:00,23185.0,0.0,3897.0,54.94,-1.0,-1.0,-1.0,0,2019,1,4,4,3
2019-01-04 04:00:00,23013.0,0.0,3785.0,54.85,-1.0,-1.0,-1.0,0,2019,1,4,4,4
2019-01-04 05:00:00,23540.0,0.0,3645.0,58.0,1.0,1.0,1.0,0,2019,1,4,4,5
2019-01-04 06:00:00,25669.0,0.0,3502.0,63.0,1.0,1.0,1.0,0,2019,1,4,4,6
2019-01-04 07:00:00,29733.0,0.0,3333.0,68.4,1.0,1.0,1.0,0,2019,1,4,4,7
2019-01-04 08:00:00,32822.0,44.1,3149.0,69.71,1.0,1.0,1.0,0,2019,1,4,4,8
2019-01-04 09:00:00,35163.0,633.5,2911.0,71.06,1.0,1.0,1.0,0,2019,1,4,4,9
2019-01-04 10:00:00,36469.0,1605.7,2521.0,71.06,1.0,1.0,1.0,0,2019,1,4,4,10
2019-01-04 11:00:00,36426.0,2292.5,2132.0,70.16,-1.0,-1.0,-1.0,0,2019,1,4,4,11
2019-01-04 12:00:00,35688.0,2690.1,1831.0,70.01,-1.0,-1.0,-1.0,0,2019,1,4,4,12
2019-01-04 13:00:00,35375.0,2834.6,1700.0,69.17,-1.0,-1.0,1.0,0,2019,1,4,4,13
2019-01-04 14:00:00,34469.0,2746.5,1677.0,69.15,-1.0,-1.0,-1.0,0,2019,1,4,4,14
2019-01-04 15:00:00,33398.0,2306.4,1724.0,68.4,-1.0,-1.0,-1.0,0,2019,1,4,4,15
2019-01-04 16:00:00,32878.0,1459.0,1876.0,68.4,-1.0,-1.0,-1.0,0,2019,1,4,4,16
2019-01-04 17:00:00,32912.0,378.2,2090.0,69.15,1.0,1.0,1.0,0,2019,1,4,4,17
2019-01-04 18:00:00,34649.0,4.8,2321.0,71.06,1.0,1.0,1.0,0,2019,1,4,4,18
2019-01-04 19:00:00,35261.0,0.0,2409.0,71.94,1.0,1.0,1.0,0,2019,1,4,4,19
2019-01-04 20:00:00,35462.0,0.0,2422.0,70.2,1.0,1.0,1.0,0,2019,1,4,4,20
2019-01-04 21:00:00,35365.0,0.0,2408.0,68.71,-1.0,-1.0,-1.0,0,2019,1,4,4,21
2019-01-04 22:00:00,33520.0,0.0,2517.0,68.68,-1.0,-1.0,-1.0,0,2019,1,4,4,22
2019-01-04 23:00:00,30476.0,0.0,2698.0,68.17,-1.0,-1.0,-1.0,0,2019,1,4,4,23
2019-01-05 00:00:00,27656.0,0.0,2792.0,71.68,-1.0,-1.0,-1.0,0,2019,1,5,5,0
2019-01-05 01:00:00,25470.0,0.0,2905.0,69.5,-1.0,-1.0,-1.0,0,2019,1,5,5,1
2019-01-05 02:00:00,23848.0,0.0,3098.0,68.07,-1.0,-1.0,-1.0,0,2019,1,5,5,2
2019-01-05 03:00:00,23023.0,0.0,3311.0,66.0,-1.0,-1.0,-1.0,0,2019,1,5,5,3
2019-01-05 04:00:00,22667.0,0.0,3628.0,63.93,-1.0,-1.0,-1.0,0,2019,1,5,5,4
2019-01-05 05:00:00,22645.0,0.0,4007.0,62.0,-1.0,1.0,1.0,0,2019,1,5,5,5
2019-01-05 06:00:00,23224.0,0.0,4393.0,60.84,1.0,1.0,1.0,0,2019,1,5,5,6
2019-01-05 07:00:00,24387.0,0.0,4738.0,62.92,1.0,1.0,1.0,0,2019,1,5,5,7
2019-01-05 08:00:00,26109.0,51.6,5012.0,60.79,1.0,1.0,1.0,0,2019,1,5,5,8
2019-01-05 09:00:00,28906.0,680.6,5108.0,66.92,1.0,1.0,1.0,0,2019,1,5,5,9
2019-01-05 10:00:00,31198.0,1742.1,4906.0,69.12,1.0,1.0,1.0,0,2019,1,5,5,10
2019-01-05 11:00:00,31418.0,2494.1,4522.0,68.25,1.0,-1.0,-1.0,0,2019,1,5,5,11
2019-01-05 12:00:00,31280.0,2915.0,4181.0,67.67,-1.0,-1.0,-1.0,0,2019,1,5,5,12
2019-01-05 13:00:00,31465.0,3040.9,4188.0,64.0,1.0,-1.0,-1.0,0,2019,1,5,5,13
2019-01-05 14:00:00,30659.0,2909.2,4442.0,61.57,-1.0,-1.0,-1.0,0,2019,1,5,5,14
2019-01-05 15:00:00,29182.0,2436.5,4830.0,59.4,-1.0,-1.0,-1.0,0,2019,1,5,5,15
2019-01-05 16:00:00,28291.0,1534.3,5510.0,58.31,-1.0,-1.0,-1.0,0,2019,1,5,5,16
2019-01-05 17:00:00,28349.0,414.5,6409.0,67.2,1.0,1.0,1.0,0,2019,1,5,5,17
2019-01-05 18:00:00,30316.0,5.8,7380.0,69.0,1.0,1.0,1.0,0,2019,1,5,5,18
2019-01-05 19:00:00,31027.0,0.0,7843.0,68.71,-1.0,1.0,1.0,0,2019,1,5,5,19
2019-01-05 20:00:00,31637.0,0.0,8131.0,68.07,1.0,1.0,1.0,0,2019,1,5,5,20
2019-01-05 21:00:00,31894.0,0.0,8287.0,65.38,1.0,-1.0,-1.0,0,2019,1,5,5,21
2019-01-05 22:00:00,30648.0,0.0,8305.0,65.76,-1.0,-1.0,-1.0,0,2019,1,5,5,22
2019-01-05 23:00:00,28605.0,0.0,8291.0,62.8,-1.0,-1.0,-1.0,0,2019,1,5,5,23
2019-01-06 00:00:00,26500.0,0.0,8101.0,63.75,-1.0,-1.0,-1.0,0,2019,1,6,6,0
2019-01-06 01:00:00,24429.0,0.0,7982.0,54.7,-1.0,-1.0,-1.0,0,2019,1,6,6,1
2019-01-06 02:00:00,22797.0,0.0,7851.0,54.05,-1.0,-1.0,-1.0,0,2019,1,6,6,2
2019-01-06 03:00:00,21811.0,0.0,7706.0,48.06,-1.0,-1.0,-1.0,0,2019,1,6,6,3
2019-01-06 04:00:00,21226.0,0.0,7608.0,48.37,-1.0,-1.0,-1.0,0,2019,1,6,6,4
2019-01-06 05:00:00,21159.0,0.0,7533.0,47.17,-1.0,-1.0,1.0,0,2019,1,6,6,5
2019-01-06 06:00:00,21602.0,0.0,7468.0,48.19,1.0,1.0,1.0,0,2019,1,6,6,6
2019-01-06 07:00:00,22235.0,0.0,7250.0,50.2,1.0,1.0,1.0,0,2019,1,6,6,7
2019-01-06 08:00:00,23075.0,58.9,7027.0,52.2,1.0,1.0,1.0,0,2019,1,6,6,8
2019-01-06 09:00:00,25027.0,750.3,6747.0,54.7,1.0,1.0,1.0,0,2019,1,6,6,9
2019-01-06 10:00:00,27389.0,1838.3,6117.0,62.0,1.0,1.0,1.0,0,2019,1,6,6,10
2019-01-06 11:00:00,28241.0,2591.2,5479.0,64.01,1.0,1.0,-1.0,0,2019,1,6,6,11
2019-01-06 12:00:00,27944.0,3000.0,5031.0,64.18,-1.0,-1.0,-1.0,0,2019,1,6,6,12
2019-01-06 13:00:00,27927.0,3109.3,4889.0,64.86,-1.0,1.0,-1.0,0,2019,1,6,6,13
2019-01-06 14:00:00,27195.0,2959.7,4829.0,64.01,-1.0,-1.0,-1.0,0,2019,1,6,6,14
2019-01-06 15:00:00,25703.0,2510.3,4865.0,58.31,-1.0,-1.0,-1.0,0,2019,1,6,6,15
2019-01-06 16:00:00,25050.0,1591.9,5279.0,54.94,-1.0,-1.0,-1.0,0,2019,1,6,6,16
2019-01-06 17:00:00,25523.0,460.2,6031.0,63.43,1.0,1.0,1.0,0,2019,1,6,6,17
2019-01-06 18:00:00,28091.0,5.5,6875.0,67.37,1.0,1.0,1.0,0,2019,1,6,6,18
2019-01-06 19:00:00,29487.0,0.0,7290.0,67.2,1.0,-1.0,1.0,0,2019,1,6,6,19
2019-01-06 20:00:00,30530.0,0.0,7477.0,66.03,1.0,1.0,1.0,0,2019,1,6,6,20
2019-01-06 21:00:00,31186.0,0.0,7510.0,68.0,-1.0,1.0,-1.0,0,2019,1,6,6,21
2019-01-06 22:00:00,30546.0,0.0,7458.0,67.65,-1.0,-1.0,-1.0,0,2019,1,6,6,22
2019-01-06 23:00:00,28304.0,0.0,7426.0,65.38,-1.0,-1.0,-1.0,0,2019,1,6,6,23
2019-01-07 00:00:00,25943.0,0.0,7462.0,59.59,-1.0,-1.0,-1.0,1,2019,1,7,0,0
2019-01-07 01:00:00,24012.0,0.0,7288.0,54.09,-1.0,-1.0,-1.0,1,2019,1,7,0,1
2019-01-07 02:00:00,22837.0,0.0,7134.0,52.2,-1.0,-1.0,-1.0,1,2019,1,7,0,2
2019-01-07 03:00:00,22272.0,0.0,6963.0,50.9,-1.0,-1.0,-1.0,1,2019,1,7,0,3
2019-01-07 04:00:00,22039.0,0.0,6907.0,50.5,-1.0,-1.0,-1.0,1,2019,1,7,0,4
2019-01-07 05:00:00,22535.0,0.0,6899.0,50.9,1.0,-1.0,-1.0,1,2019,1,7,0,5
2019-01-07 06:00:00,24581.0,0.0,6898.0,55.77,1.0,1.0,1.0,1,2019,1,7,0,6
2019-01-07 07:00:00,27412.0,0.0,6872.0,68.61,1.0,1.0,1.0,1,2019,1,7,0,7
2019-01-07 08:00:00,29668.0,60.8,6845.0,69.15,1.0,1.0,1.0,1,2019,1,7,0,8
2019-01-07 09:00:00,31728.0,730.6,6710.0,69.7,1.0,1.0,1.0,1,2019,1,7,0,9
2019-01-07 10:00:00,33566.0,1789.7,6373.0,69.49,1.0,1.0,1.0,1,2019,1,7,0,10
2019-01-07 11:00:00,34142.0,2531.4,5960.0,69.01,-1.0,1.0,1.0,1,2019,1,7,0,11
2019-01-07 12:00:00,33662.0,2929.0,5680.0,69.0,-1.0,-1.0,-1.0,1,2019,1,7,0,12
2019-01-07 13:00:00,33646.0,3032.2,5591.0,68.74,1.0,-1.0,1.0,1,2019,1,7,0,13
2019-01-07 14:00:00,32953.0,2897.5,5657.0,66.62,-1.0,-1.0,-1.0,1,2019,1,7,0,14
2019-01-07 15:00:00,31916.0,2426.3,5662.0,64.99,-1.0,-1.0,-1.0,1,2019,1,7,0,15
2019-01-07 16:00:00,31288.0,1559.4,5835.0,62.67,-1.0,-1.0,-1.0,1,2019,1,7,0,16
2019-01-07 17:00:00,31363.0,453.3,6135.0,67.04,1.0,1.0,1.0,1,2019,1,7,0,17
2019-01-07 18:00:00,33111.0,6.9,6567.0,70.39,1.0,1.0,1.0,1,2019,1,7,0,18
2019-01-07 19:00:00,34442.0,0.0,6696.0,70.33,1.0,1.0,-1.0,1,2019,1,7,0,19
2019-01-07 20:00:00,35233.0,0.0,6622.0,69.0,-1.0,1.0,1.0,1,2019,1,7,0,20
2019-01-07 21:00:00,35113.0,0.0,6484.0,67.14,-1.0,-1.0,1.0,1,2019,1,7,0,21
2019-01-07 22:00:00,33178.0,0.0,6401.0,63.0,-1.0,-1.0,-1.0,1,2019,1,7,0,22
2019-01-07 23:00:00,30208.0,0.0,6287.0,60.84,-1.0,-1.0,-1.0,1,2019,1,7,0,23
2019-01-08 00:00:00,27432.0,0.0,6673.0,59.59,-1.0,-1.0,-1.0,0,2019,1,8,1,0
2019-01-08 01:00:00,25109.0,0.0,6617.0,54.34,-1.0,-1.0,-1.0,0,2019,1,8,1,1
2019-01-08 02:00:00,24023.0,0.0,6688.0,52.1,-1.0,-1.0,-1.0,0,2019,1,8,1,2
2019-01-08 03:00:00,23512.0,0.0,6802.0,50.71,-1.0,-1.0,-1.0,0,2019,1,8,1,3
2019-01-08 04:00:00,23581.0,0.0,6847.0,50.5,-1.0,-1.0,-1.0,0,2019,1,8,1,4
2019-01-08 05:00:00,24307.0,0.0,6828.0,51.17,1.0,1.0,-1.0,0,2019,1,8,1,5
2019-01-08 06:00:00,27031.0,0.0,6779.0,54.69,1.0,1.0,1.0,0,2019,1,8,1,6
2019-01-08 07:00:00,31842.0,0.0,6727.0,65.82,1.0,1.0,1.0,0,2019,1,8,1,7
2019-01-08 08:00:00,35553.0,51.0,6755.0,67.2,1.0,1.0,1.0,0,2019,1,8,1,8
2019-01-08 09:00:00,37711.0,663.2,6757.0,68.16,1.0,1.0,1.0,0,2019,1,8,1,9
2019-01-08 10:00:00,38916.0,1663.1,6534.0,68.53,1.0,1.0,1.0,0,2019,1,8,1,10
2019-01-08 11:00:00,38795.0,2364.2,6291.0,68.15,-1.0,-1.0,1.0,0,2019,1,8,1,11
2019-01-08 12:00:00,37699.0,2767.3,6267.0,67.95,-1.0,-1.0,-1.0,0,2019,1,8,1,12
2019-01-08 13:00:00,37464.0,2941.1,6290.0,67.97,-1.0,1.0,-1.0,0,2019,1,8,1,13
2019-01-08 14:00:00,35967.0,2804.3,6356.0,65.48,-1.0,-1.0,-1.0,0,2019,1,8,1,14
2019-01-08 15:00:00,35214.0,2345.8,6498.0,63.13,-1.0,-1.0,-1.0,0,2019,1,8,1,15
2019-01-08 16:00:00,35009.0,1501.6,6876.0,59.99,-1.0,-1.0,-1.0,0,2019,1,8,1,16
2019-01-08 17:00:00,35285.0,429.0,7592.0,67.25,1.0,1.0,1.0,0,2019,1,8,1,17
2019-01-08 18:00:00,36976.0,9.4,8518.0,69.94,1.0,1.0,1.0,0,2019,1,8,1,18
2019-01-08 19:00:00,37996.0,0.0,9047.0,70.0,1.0,1.0,1.0,0,2019,1,8,1,19
2019-01-08 20:00:00,38116.0,0.0,9250.0,68.15,-1.0,-1.0,1.0,0,2019,1,8,1,20
2019-01-08 21:00:00,37392.0,0.0,9241.0,67.25,-1.0,-1.0,-1.0,0,2019,1,8,1,21
2019-01-08 22:00:00,34524.0,0.0,9208.0,63.7,-1.0,-1.0,-1.0,0,2019,1,8,1,22
2019-01-08 23:00:00,31298.0,0.0,9187.0,58.85,-1.0,-1.0,-1.0,0,2019,1,8,1,23
2019-01-09 00:00:00,28828.0,0.0,9134.0,54.09,-1.0,-1.0,-1.0,0,2019,1,9,2,0
2019-01-09 01:00:00,26770.0,0.0,9039.0,52.5,-1.0,-1.0,-1.0,0,2019,1,9,2,1
2019-01-09 02:00:00,25422.0,0.0,9008.0,49.4,-1.0,-1.0,-1.0,0,2019,1,9,2,2
2019-01-09 03:00:00,24831.0,0.0,8917.0,49.6,-1.0,-1.0,-1.0,0,2019,1,9,2,3
2019-01-09 04:00:00,24796.0,0.0,8900.0,49.4,-1.0,-1.0,-1.0,0,2019,1,9,2,4
2019-01-09 05:00:00,25480.0,0.0,9034.0,49.99,1.0,1.0,1.0,0,2019,1,9,2,5
2019-01-09 06:00:00,28088.0,0.0,8912.0,53.28,1.0,1.0,1.0,0,2019,1,9,2,6
2019-01-09 07:00:00,32797.0,0.0,8937.0,64.07,1.0,1.0,1.0,0,2019,1,9,2,7
2019-01-09 08:00:00,35976.0,47.8,8988.0,67.16,1.0,1.0,1.0,0,2019,1,9,2,8
2019-01-09 09:00:00,37383.0,630.5,9022.0,67.29,1.0,1.0,1.0,0,2019,1,9,2,9
2019-01-09 10:00:00,38283.0,1616.8,8938.0,67.2,-1.0,1.0,1.0,0,2019,1,9,2,10
2019-01-09 11:00:00,38099.0,2293.1,8836.0,67.0,-1.0,-1.0,-1.0,0,2019,1,9,2,11
2019-01-09 12:00:00,37471.0,2671.6,8912.0,64.97,-1.0,-1.0,-1.0,0,2019,1,9,2,12
2019-01-09 13:00:00,36832.0,2818.2,9344.0,64.25,-1.0,-1.0,1.0,0,2019,1,9,2,13
2019-01-09 14:00:00,35917.0,2674.4,9925.0,61.46,-1.0,-1.0,-1.0,0,2019,1,9,2,14
2019-01-09 15:00:00,35302.0,2234.1,10490.0,58.64,1.0,-1.0,-1.0,0,2019,1,9,2,15
2019-01-09 16:00:00,34940.0,1434.7,10911.0,61.49,-1.0,-1.0,-1.0,0,2019,1,9,2,16
2019-01-09 17:00:00,35068.0,408.6,11309.0,67.05,1.0,1.0,1.0,0,2019,1,9,2,17
2019-01-09 18:00:00,36874.0,11.5,11771.0,68.53,1.0,1.0,1.0,0,2019,1,9,2,18
2019-01-09 19:00:00,38067.0,0.0,12021.0,69.01,1.0,1.0,1.0,0,2019,1,9,2,19
2019-01-09 20:00:00,38441.0,0.0,12140.0,66.58,-1.0,-1.0,-1.0,0,2019,1,9,2,20
2019-01-09 21:00:00,37686.0,0.0,12231.0,64.54,-1.0,-1.0,-1.0,0,2019,1,9,2,21
2019-01-09 22:00:00,34763.0,0.0,12028.0,62.44,-1.0,-1.0,-1.0,0,2019,1,9,2,22
2019-01-09 23:00:00,31631.0,0.0,12004.0,54.7,-1.0,-1.0,-1.0,0,2019,1,9,2,23
2019-01-10 00:00:00,29154.0,0.0,11475.0,58.6,-1.0,-1.0,-1.0,0,2019,1,10,3,0
2019-01-10 01:00:00,26868.0,0.0,11301.0,50.49,-1.0,-1.0,-1.0,0,2019,1,10,3,1
2019-01-10 02:00:00,25616.0,0.0,11226.0,51.2,-1.0,-1.0,-1.0,0,2019,1,10,3,2
2019-01-10 03:00:00,25039.0,0.0,11163.0,48.8,-1.0,-1.0,-1.0,0,2019,1,10,3,3
2019-01-10 04:00:00,25074.0,0.0,11009.0,48.5,-1.0,-1.0,-1.0,0,2019,1,10,3,4
2019-01-10 05:00:00,25729.0,0.0,10882.0,49.8,1.0,1.0,1.0,0,2019,1,10,3,5
2019-01-10 06:00:00,28328.0,0.0,10702.0,57.74,1.0,1.0,1.0,0,2019,1,10,3,6
2019-01-10 07:00:00,32886.0,0.0,10462.0,66.18,1.0,1.0,1.0,0,2019,1,10,3,7
2019-01-10 08:00:00,36276.0,57.5,10294.0,67.2,1.0,1.0,1.0,0,2019,1,10,3,8
2019-01-10 09:00:00,37970.0,680.1,10087.0,68.0,1.0,1.0,1.0,0,2019,1,10,3,9
2019-01-10 10:00:00,38794.0,1704.9,10083.0,67.73,1.0,-1.0,1.0,0,2019,1,10,3,10
2019-01-10 11:00:00,38668.0,2416.4,10186.0,67.05,-1.0,-1.0,-1.0,0,2019,1,10,3,11
2019-01-10 12:00:00,38235.0,2813.2,10403.0,66.15,-1.0,-1.0,-1.0,0,2019,1,10,3,12
2019-01-10 13:00:00,37819.0,2953.9,10439.0,66.01,-1.0,-1.0,-1.0,0,2019,1,10,3,13
2019-01-10 14:00:00,36811.0,2828.8,10266.0,64.18,-1.0,-1.0,-1.0,0,2019,1,10,3,14
2019-01-10 15:00:00,36236.0,2409.3,10192.0,63.52,-1.0,1.0,-1.0,0,2019,1,10,3,15
2019-01-10 16:00:00,35982.0,1564.9,10252.0,64.6,-1.0,-1.0,-1.0,0,2019,1,10,3,16
2019-01-10 17:00:00,36145.0,465.4,10187.0,67.2,1.0,1.0,1.0,0,2019,1,10,3,17
2019-01-10 18:00:00,37908.0,13.6,10240.0,69.0,1.0,1.0,1.0,0,2019,1,10,3,18
2019-01-10 19:00:00,39124.0,0.0,10320.0,69.69,1.0,1.0,1.0,0,2019,1,10,3,19
2019-01-10 20:00:00,39599.0,0.0,10384.0,69.75,-1.0,-1.0,-1.0,0,2019,1,10,3,20
2019-01-10 21:00:00,38678.0,0.0,10382.0,67.73,-1.0,-1.0,-1.0,0,2019,1,10,3,21
2019-01-10 22:00:00,35900.0,0.0,10291.0,65.52,-1.0,-1.0,-1.0,0,2019,1,10,3,22
2019-01-10 23:00:00,32632.0,0.0,10092.0,63.02,-1.0,-1.0,-1.0,0,2019,1,10,3,23
2019-01-11 00:00:00,29544.0,0.0,9898.0,60.84,-1.0,-1.0,-1.0,0,2019,1,11,4,0
2019-01-11 01:00:00,27234.0,0.0,9749.0,55.61,-1.0,-1.0,-1.0,0,2019,1,11,4,1
2019-01-11 02:00:00,25937.0,0.0,9612.0,52.85,-1.0,-1.0,-1.0,0,2019,1,11,4,2
